0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;0;0;0;0;0;0;0;T;T;T;T;SD;SD;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;0;0;0;0;0;0;0;T;0;0;0;SD;SD;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;0;0;0;0;0;0;0;T;T;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;R;R;0;0;0;0;0;0;0;0;T;0;0;0;0;0;0
0;0;0;0;0;0;SB;SB;0;0;0;0;0;R;R;0;0;0;0;0;0;0;0;T;T;T;T;T;T;0
0;0;0;0;0;T;SB;SB;T;T;T;T;T;C;C;T;T;T;T;T;0;0;0;0;0;0;0;0;T;0
0;0;0;0;0;T;0;0;0;0;0;0;0;R;R;0;0;0;0;T;0;0;0;0;0;0;0;0;T;0
0;0;0;0;0;T;0;0;0;0;0;0;0;R;R;0;0;0;0;T;0;0;0;0;0;0;0;0;T;0
0;0;0;0;0;T;0;0;0;0;0;0;0;R;R;0;0;0;0;T;0;0;0;0;0;0;T;T;T;0
0;0;0;0;0;T;0;0;0;0;0;0;0;R;R;0;0;0;0;T;0;0;0;0;0;0;T;0;0;0
0;0;0;0;0;T;0;0;0;0;0;0;0;R;R;0;0;0;0;T;0;0;0;0;0;0;T;0;0;0
0;0;0;0;0;T;0;0;0;0;0;0;0;R;R;0;0;0;0;SC;SC;T;T;T;T;T;T;0;0;0
0;0;0;0;0;T;0;0;0;0;0;0;0;R;R;0;0;0;0;SC;SC;0;0;0;0;0;0;0;0;0
0;0;0;0;0;T;0;0;0;0;0;0;0;R;R;0;0;0;0;0;T;0;0;0;0;0;0;0;0;0
0;0;0;0;0;T;0;0;0;0;0;0;0;R;R;0;0;0;0;0;T;0;0;0;0;0;0;0;0;0
0;0;T;T;T;T;0;0;0;0;0;0;0;R;R;0;0;0;0;0;T;0;0;0;0;0;0;0;0;0
0;0;T;0;0;0;0;0;0;0;0;0;0;R;R;0;0;0;0;0;T;0;0;0;0;0;0;0;0;0
0;0;T;0;0;0;0;0;0;0;0;0;0;R;R;0;0;0;0;0;T;T;T;T;T;T;T;0;0;0
0;0;T;0;0;0;0;0;0;0;0;0;0;R;R;0;0;0;0;0;0;0;0;0;0;0;T;0;0;0
R;R;C;R;R;R;R;R;R;0;0;0;0;R;R;0;0;0;0;0;0;R;R;R;R;R;C;R;R;R
R;R;C;R;R;R;R;R;R;0;0;0;0;R;R;0;0;0;0;0;0;R;R;R;R;R;C;R;R;R
0;0;T;0;0;0;0;R;R;0;0;0;0;R;R;0;0;0;0;0;0;R;R;0;0;0;T;0;0;0
0;0;T;0;0;0;0;R;R;0;0;0;0;R;R;0;0;0;0;0;0;R;R;0;0;0;T;0;0;0
0;0;T;0;0;0;0;R;R;0;0;0;0;R;R;0;0;0;0;0;0;R;R;0;0;0;T;0;0;0
0;0;T;0;0;0;0;R;R;0;0;0;0;R;R;0;0;0;0;0;0;R;R;0;0;SE;SE;T;T;T
0;0;T;0;0;0;0;R;R;0;0;0;0;R;R;0;0;0;0;0;0;R;R;0;0;SE;SE;0;0;0
0;SA;SA;0;0;0;0;R;R;0;0;0;0;R;R;0;0;0;0;0;0;R;R;0;0;0;0;0;0;0
0;SA;SA;0;0;0;0;R;R;0;0;0;0;R;R;0;0;0;0;0;0;R;R;0;0;0;0;0;0;0
0;0;T;0;0;0;0;R;R;0;0;0;0;R;R;0;0;0;0;0;0;R;R;0;0;0;0;0;0;0
